rent_day,res_model,res_day,seasonality,lead_time_vec,discount,lead_time_vec,lead_time
2020-12-29,k3,2020-11-18,1,-29,55.75,4,-41
2020-12-29,k3,2020-11-24,1,-29,75.0,1,-35
2020-12-29,k3,2020-12-03,1,-26,0.0,1,-26
2020-12-30,k3,2020-10-14,3,-35,70.0,1,-77
2020-12-30,k3,2020-10-17,3,-34,75.0,1,-74
2020-12-30,k3,2020-10-28,3,-33,70.0,1,-63
2020-12-30,k3,2020-10-31,3,-32,75.0,1,-60
2020-12-30,k3,2020-11-01,3,-32,71.5,2,-59
2020-12-30,k3,2020-11-03,3,-32,35.0,2,-57
2020-12-30,k3,2020-11-04,3,-32,75.0,1,-56
2020-12-30,k3,2020-11-05,3,-31,70.0,1,-55
